batch,category,intent,question,faq_coverage,faq_source,source_url,find_in_source_ctrlF,faq_note,answer_type,answer,follow_up_trigger,follow_up_answer,answer_confidence,origin,seed_id
Batch 2,Working & Life During Service,work_side_hustle_during_service,Can I learn a skill outside NYSC while serving at the same time?,Not covered,-,,,Not addressed.,Statement,"NYSC doesn't prohibit having a side hustle or additional skill work during your service year, as long as it doesn't interfere with your PPA attendance, monthly clearance, or CDS participation -- those three are compulsory and non-negotiable regardless of what else you're doing. NYSC actually runs its own official avenue for this: the SAED (Skills Acquisition and Entrepreneurship Development) programme, which starts automatically for every corps member in orientation camp and continues afterward through post-camp training, mentorship, and (for some participants) business grants/seed funding -- so learning a skill or working toward a certification alongside your service isn't just tolerated, it's something NYSC itself structures and encourages. Many corps members also freelance, tutor, or run small businesses independently of SAED, especially given how modest the federal allowance is relative to living costs. What you can't do is let any of this become a reason for PPA absence -- that risks the same consequences as any other unexplained absence (a query, forfeited allowance for that month, or a service extension for repeated cases). This is also why working your ""current job"" at a different location while officially serving somewhere else isn't workable as a formal arrangement -- you're expected to be physically present and clocking attendance at your assigned PPA, so a job elsewhere would need to fit around that, not replace it, unless you've gone through an official process (e.g. having your existing employer serve as your PPA, where that's permitted, or a formal relocation) rather than just working two places unofficially. On pay: the federal allowance itself is calculated as national minimum wage plus 10%, but that's not the same as being a minimum-wage employee -- any side income or PPA-related pay you receive is separate and depends entirely on whatever that employer or client pays, not on NYSC's rate.",,,"Medium-high -- SAED as NYSC's own official skills/entrepreneurship structure (in-camp and post-camp) is confirmed by numerous current NYSC-affiliated and independent sources. The compulsory-attendance constraint is confirmed via the clearance research already done elsewhere in this project. The 'can I work my existing job while serving elsewhere' answer is reasoned from that same attendance requirement rather than a single source stating it explicitly -- flagged as a reasonable extension, not a separately sourced fact.",original,
Batch 2,Working & Life During Service,work_side_hustle_during_service,Are there opportunities to acquire professional certifications in NYSC camp?,Not covered,-,,,Not addressed.,Statement,"NYSC doesn't prohibit having a side hustle or additional skill work during your service year, as long as it doesn't interfere with your PPA attendance, monthly clearance, or CDS participation -- those three are compulsory and non-negotiable regardless of what else you're doing. NYSC actually runs its own official avenue for this: the SAED (Skills Acquisition and Entrepreneurship Development) programme, which starts automatically for every corps member in orientation camp and continues afterward through post-camp training, mentorship, and (for some participants) business grants/seed funding -- so learning a skill or working toward a certification alongside your service isn't just tolerated, it's something NYSC itself structures and encourages. Many corps members also freelance, tutor, or run small businesses independently of SAED, especially given how modest the federal allowance is relative to living costs. What you can't do is let any of this become a reason for PPA absence -- that risks the same consequences as any other unexplained absence (a query, forfeited allowance for that month, or a service extension for repeated cases). This is also why working your ""current job"" at a different location while officially serving somewhere else isn't workable as a formal arrangement -- you're expected to be physically present and clocking attendance at your assigned PPA, so a job elsewhere would need to fit around that, not replace it, unless you've gone through an official process (e.g. having your existing employer serve as your PPA, where that's permitted, or a formal relocation) rather than just working two places unofficially. On pay: the federal allowance itself is calculated as national minimum wage plus 10%, but that's not the same as being a minimum-wage employee -- any side income or PPA-related pay you receive is separate and depends entirely on whatever that employer or client pays, not on NYSC's rate.",,,"Medium-high -- SAED as NYSC's own official skills/entrepreneurship structure (in-camp and post-camp) is confirmed by numerous current NYSC-affiliated and independent sources. The compulsory-attendance constraint is confirmed via the clearance research already done elsewhere in this project. The 'can I work my existing job while serving elsewhere' answer is reasoned from that same attendance requirement rather than a single source stating it explicitly -- flagged as a reasonable extension, not a separately sourced fact.",original,
Batch 2,Orientation Camp,cds_general,Is there any posting advantage to joining the OBS group?,Not covered,-,,,Not addressed (CDS is a named department at nysc.gov.ng/cds.html but no FAQ content retrieved).,Statement,"CDS stands for Community Development Service, one of NYSC's four cardinal programs -- the mandatory weekly service you render to your host community outside your PPA, throughout the full service year (not just camp). It's compulsory, and every corps member is assigned to a CDS group after camp. This is a different thing from the camp-only special groups people also loosely call 'CDS groups' -- OBS (Orientation Broadcasting Service, the camp's in-house news/media team), Man O' War (drills/physical training unit), Red Cross, and similar groups exist only during the 3-week camp; some (like Red Cross) continue as an actual post-camp CDS group, but others (OBS, Man O' War) don't carry over. Joining OBS specifically requires an interest or background in journalism/broadcasting/public speaking; selection is made by camp officials (often the public relations committee) rather than a fixed application process. There's no confirmed, documented posting or CV advantage tied to joining any specific camp group or CDS group -- claims that OBS membership affects posting, or that one CDS group is objectively 'best' for a CV, are common camp folklore but not backed by any official source; treat them as unconfirmed. What multiple guides do consistently suggest is that leadership roles and active participation (in any group) are what make it CV-worthy, not the specific group name. (For questions about a 'temporary NYSC certificate' -- there's no such document; see discharge_certificate for what NYSC actually issues and when.)",,,"Cross-validated -- CDS meaning (Community Development Service, weekly, mandatory, post-camp) and OBS meaning (Orientation Broadcasting Service) confirmed consistently across 5+ independent current guides and firsthand camp accounts. The CDS-vs-camp-group distinction is reasoned from combining these sources, not stated as a single explicit fact anywhere. CV-value, posting-advantage, and 'best group' claims are explicitly flagged as unconfirmed folklore, not fact. The 'temporary NYSC certificate' point is reasoned from this project's own confirmed discharge-certificate and Temporary-ID findings (self-contained, not cross-referenced) -- no source directly addresses this exact phrase, so it's flagged as an assumption about what the asker likely means, not a confirmed term.",original,
Batch 2,Redeployment & Relocation,relocation_general_process,Can I change the state I was posted to without applying for redeployment?,Partial,PDF,,,Not addressed.,Conditional,"""Redeployment"" and ""relocation"" are the same NYSC process under two names -- moving to a different state. There are two application windows: in camp (week 2, results by end of camp) or after camp (opens once you're 3 months into your service year, via the dashboard's Relocation tab, regardless of ground). LGIs administer clearance and mediate issues but don't approve relocations themselves -- relocation is processed centrally via the portal/secretariats, not something an LGI pushes through for you. You must be physically registered in your original state of deployment first; you cannot relocate without ever having reported there.

Excluded destinations, stated upfront since you already know your own situation: you cannot be relocated to Lagos, Abuja, your state of origin, or your state of study, and medical graduates cannot apply for in-camp relocation.

Pregnancy on its own is not a relocation ground -- pregnant corps members are handled through the separate camp-exemption track (see pregnancy_accommodation); only a genuine additional medical complication becomes a health-ground case here.

On the marital documents specifically: a registry marriage certificate, proof of the husband's residence (a domicile letter or utility bill), and change-of-name evidence if applicable are the consistently-required set -- an ""introduction letter from the husband's workplace"" is not confirmed as a standard requirement anywhere found, so don't treat it as mandatory unless your specific state office asks for it.

Once approved and any relocation fee paid on the portal, you'll likely hit a message requiring clearance from your PREVIOUS (original) state coordinator before you can print your letter -- this can take days to a few weeks; visiting the secretariat in person is usually faster than waiting online.","Which ground applies -- health, marital, or security -- and are you still in camp, already at your PPA, or cancelling a relocation you already applied for?","ground:health -> Government hospital medical report + doctor's details required. Approval commonly runs ~14 days once the post-camp window is open, though more urgent/serious documented conditions have been reported processed faster (as little as ~2 days in some cases) versus up to 14 for standard ones. || ground:marital -> Registry marriage certificate, husband's ID, proof of his residence, name-change evidence if applicable; married female corps members only. Approval commonly runs ~14-21 days. || ground:security -> Written statement of the specific threat, ideally with supporting evidence, often prioritised. If applying from Borno, Yobe, or Adamawa specifically: fast-tracked, often approved before camp ends. From any other state: faces a much higher bar, strong documentation needed. || stage:in_camp -> Use the week-2 form distributed on-site at the Relocation/Redeployment Desk; results released on the last day of camp, sometimes visible on the dashboard before then. Faster route, but has the exclusion restrictions above, and the state you get isn't guaranteed to be your first choice -- you can be sent somewhere else nearby if your preferred state has no space. || stage:after_camp -> Wait for the 3-month mark, then apply via the dashboard's Relocation tab (fill details, upload supporting documents max 200kb each, submit) -- same documents and process as above. Once approved and cleared, print your relocation letter in colour and report to your new state's secretariat within 21 days of approval -- miss that window and the relocation can be automatically reversed. || stage:cancel -> If still in camp, ask your platoon officer or camp commandant to cancel it. After camp, write a formal cancellation letter to your state coordinator. Confirm the cancellation actually shows on your dashboard rather than assuming it went through -- an uncancelled relocation can still affect your posting. You can reapply after a rejection or cancellation -- no one-shot rule -- though each new attempt restarts the clearance/printing steps from scratch.","Cross-validated -- the allowance-delay-after-redeployment and no-guaranteed-state issues came directly from Nairaland-sourced accounts and a corps-member-focused guide, not the polished SEO guides, which mostly omit these downsides. Newly added and cross-validated this pass: Borno/Yobe/Adamawa as officially-recognised high-risk states with fast-tracked (not literally automatic) security-ground approval, confirmed across 4+ independent sources including one from 2026; and the Lagos/Abuja/state-of-origin exclusion as destinations, confirmed across multiple sources. The direct-posting-vs-redeployment 'success rate' comparison question in this intent's list has no source answering it either way and is left unaddressed rather than guessed at.",original,
Batch 2,Registration & Eligibility,stream_assignment,Can I change my call-up stream from Stream A to Stream B?,Not covered,-,,,No explanation of Stream 1 vs Stream 2 selection logic.,Conditional,"You cannot choose your stream -- like your batch, it's determined by processing order: mainly how quickly your institution uploaded and submitted (including the physical hardcopy) your Senate List, not personal preference. If your dashboard shows a message like 'sorry, you're not in this stream, you'll be notified when your call is out' or 'your institution has not submitted hardcopy, be patient,' this means your school's submission to NYSC either wasn't uploaded in time for the current stream's registration window, or was uploaded but the required hardcopy confirmation hasn't reached NYSC's Abuja office yet -- it isn't something wrong with your individual record. PCMs not processed in time for Stream 1 are generally carried into Stream 2 automatically rather than losing their place, though this depends on your institution eventually completing its submission.","Were you actually deployed for Stream 1 and chose not to go, or were you never processed for Stream 1 in the first place?","deployed_skipped -> A commonly-described practice is that simply not printing/using the Stream 1 call-up letter, then waiting and reprinting once Stream 2's call-up letters are released, moves you into Stream 2 automatically -- but this is based on older, forum-level guidance and wasn't independently confirmed against a current official source, so treat it as commonly reported rather than guaranteed policy. || never_processed -> Nothing to do on your end except keep checking your dashboard; you'll be included in Stream 2 (or later) once your school's submission clears, and following up with your school's Student Affairs/Mobilisation Office is the only lever you have, consistent with the same pattern already confirmed for senate_list_status and callup_number_delay.","Medium-high -- the institution-upload-timing-determines-stream logic and the specific dashboard message meaning are confirmed consistently, including one source describing the exact hardcopy-submission mechanic. The skip-Stream-1-to-get-Stream-2 workaround is repeated across several guides but traces back to older, non-current sources and isn't confirmed against a current official statement -- flagged as commonly reported, not verified policy.",original,
Batch 2,Posting & PPA,ppa_checking_process,Can the site where I am posted be checked using a phone?,Not covered,-,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Concessional,Only official override is concessional posting: marital ground (posting to husband's state) or health ground -- not general state choice.,Conditional,"Two separate mechanisms exist, and it matters which one you're asking about: which STATE you're posted to, or a specific PPA/organisation.

Important either way: NYSC does not sell state postings, PPA placements, or redeployments through any unofficial channel. Anyone -- including someone claiming to be NYSC staff -- who offers to guarantee your preferred state or PPA for a fee outside the official portal (portal.nysc.org.ng) is a scammer. A genuine PPA request letter is free to submit and never guarantees the outcome; a promised guaranteed result for payment is the warning sign.","Are you asking about which STATE you're posted to, or a specific PPA/organisation?","state -> During registration, you select several preferred states (commonly 3-4) from a list, excluding your own state of origin and the state where you studied, since posting you away from home is the deliberate norm. NYSC factors this in but doesn't guarantee it -- it makes the final call alongside each state's capacity and needs. Beyond the general preference list, the only officially documented way to influence your specific state is concessional posting: marital ground (posting to your husband's state, married women only) or health ground (a documented serious condition) -- both requested during registration itself with supporting documents (marriage certificate, or a government-hospital medical report), not after you've already been posted. Two specific points that come up often: (1) the registration form asks for states you've previously visited -- this field is real, but sources disagree on what NYSC does with it; treat any claim that visiting a state helps or hurts your odds there as unconfirmed. (2) Your state of deployment can't be identified from your call-up NUMBER alone before posting -- the number is tied to your institution/registration batch, not a destination state; the state only becomes known once your call-up LETTER is generated after posting. || ppa -> The one semi-reliable lever is a PPA Request Letter -- before or during camp, get an organisation you want to work for to write a letter (on their letterhead, signed and stamped) to the NYSC State Coordinator formally requesting you or requesting a corps member generally. Submit this at camp registration or to your LGI after camp. Two conditions matter: the organisation must already be registered with NYSC as an approved PPA (an unregistered organisation's letter is simply ignored), and NYSC still makes the final call -- a request letter improves your odds, it doesn't guarantee placement. There's no public online list of registered PPAs to search yourself -- ask your LGI or State Coordinator directly to check a specific organisation. Without a letter, NYSC assigns PPA based mainly on your course of study and the receiving state's stated needs; one lower-quality source also mentioned class of degree as a factor, unconfirmed elsewhere, treat as unconfirmed. If you're asking about changing a PPA you've ALREADY been given rather than choosing one beforehand, that's a different situation -- see ppa_change_request instead.","Corrected -- the previous version stated there is no state-preference option during registration, which is factually wrong. Cross-validated via 5+ independent current (2026) sources confirming a state-preference selection step exists, though the exact count (3 vs. 4 states) varies by source and wasn't resolved to one number. Newly checked this pass: the 'states visited' field is real but its effect on posting is not corroborated beyond one low-quality older source, so left explicitly unconfirmed rather than stated as fact either way. The call-up-number-doesn't-reveal-state point is reasoned from the confirmed number/letter/state-code sequencing already established in callup_letter_access (copied in here, not cross-referenced, per the self-containment rule).",original,
Batch 2,Posting & PPA,posting_influence,How do I know the area of deployment before receiving my call-up letter?,Not covered,-,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Concessional,Only official override is concessional posting: marital ground (posting to husband's state) or health ground -- not general state choice.,Conditional,"Two separate mechanisms exist, and it matters which one you're asking about: which STATE you're posted to, or a specific PPA/organisation.

Important either way: NYSC does not sell state postings, PPA placements, or redeployments through any unofficial channel. Anyone -- including someone claiming to be NYSC staff -- who offers to guarantee your preferred state or PPA for a fee outside the official portal (portal.nysc.org.ng) is a scammer. A genuine PPA request letter is free to submit and never guarantees the outcome; a promised guaranteed result for payment is the warning sign.","Are you asking about which STATE you're posted to, or a specific PPA/organisation?","state -> During registration, you select several preferred states (commonly 3-4) from a list, excluding your own state of origin and the state where you studied, since posting you away from home is the deliberate norm. NYSC factors this in but doesn't guarantee it -- it makes the final call alongside each state's capacity and needs. Beyond the general preference list, the only officially documented way to influence your specific state is concessional posting: marital ground (posting to your husband's state, married women only) or health ground (a documented serious condition) -- both requested during registration itself with supporting documents (marriage certificate, or a government-hospital medical report), not after you've already been posted. Two specific points that come up often: (1) the registration form asks for states you've previously visited -- this field is real, but sources disagree on what NYSC does with it; treat any claim that visiting a state helps or hurts your odds there as unconfirmed. (2) Your state of deployment can't be identified from your call-up NUMBER alone before posting -- the number is tied to your institution/registration batch, not a destination state; the state only becomes known once your call-up LETTER is generated after posting. || ppa -> The one semi-reliable lever is a PPA Request Letter -- before or during camp, get an organisation you want to work for to write a letter (on their letterhead, signed and stamped) to the NYSC State Coordinator formally requesting you or requesting a corps member generally. Submit this at camp registration or to your LGI after camp. Two conditions matter: the organisation must already be registered with NYSC as an approved PPA (an unregistered organisation's letter is simply ignored), and NYSC still makes the final call -- a request letter improves your odds, it doesn't guarantee placement. There's no public online list of registered PPAs to search yourself -- ask your LGI or State Coordinator directly to check a specific organisation. Without a letter, NYSC assigns PPA based mainly on your course of study and the receiving state's stated needs; one lower-quality source also mentioned class of degree as a factor, unconfirmed elsewhere, treat as unconfirmed. If you're asking about changing a PPA you've ALREADY been given rather than choosing one beforehand, that's a different situation -- see ppa_change_request instead.","Corrected -- the previous version stated there is no state-preference option during registration, which is factually wrong. Cross-validated via 5+ independent current (2026) sources confirming a state-preference selection step exists, though the exact count (3 vs. 4 states) varies by source and wasn't resolved to one number. Newly checked this pass: the 'states visited' field is real but its effect on posting is not corroborated beyond one low-quality older source, so left explicitly unconfirmed rather than stated as fact either way. The call-up-number-doesn't-reveal-state point is reasoned from the confirmed number/letter/state-code sequencing already established in callup_letter_access (copied in here, not cross-referenced, per the self-containment rule).",original,
Batch 2,Orientation Camp,docs_required_at_camp,What documents should I take to camp apart from my statement of result?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,original,Foreign graduates: bring all original uploaded documents + translated certificate. Medical graduates: bring practice license. Failure leads to registration cancellation and no PPA posting.,Statement,"The core camp-gate checklist: Call-Up Letter, Green Card, Statement of Result or Certificate, institutional ID card, recent white-background passport photographs, and a Medical Fitness Certificate from a government or military hospital -- JAMB documents are generally not required at the gate itself (that's an earlier, online-registration-stage check).

On Statement of Result vs. Certificate: if your certificate isn't ready yet, an original Statement of Result is an accepted substitute, confirmed consistently across multiple current guides, as long as it's genuine, properly signed and stamped by your institution, and not marked 'provisional.' If you already have your actual certificate, that's generally fine on its own -- the certificate is primary, and a separate statement of result isn't also needed -- though it's worth confirming your certificate matches your NYSC dashboard details exactly (name, graduation date), since a mismatch there is a separately documented registration risk. There's no confirmed expiry date on how old a Statement of Result can be to still be accepted -- treat 'expired' claims about SOR age as unconfirmed, though keeping it in good condition matters. Photocopies are explicitly not accepted for either document -- bring the original, with photocopies only as backup. If neither your certificate nor statement of result is ready by the time your camp registration opens: no source describes an on-the-spot workaround at the gate itself -- the consistent guidance is you cannot be registered without an original document, and your institution is expected to carry you into the next available registration window rather than you losing your place entirely.

On your school ID specifically: it's not strictly enforced as a hard requirement -- if your Statement of Result is signed/stamped and your name appears on the Senate List, you can generally still be cleared without it, though guidance is consistent that 'some camps may still ask for it,' so bring an alternative photo ID (NIN slip, voter's card, passport) as backup. An expired school ID specifically isn't addressed by any source directly -- since its role here is identity/affiliation confirmation rather than a regulated document with enforced expiry, it's reasonable to expect it still works for that limited purpose, but treat this as likely fine rather than guaranteed.

A visibly damaged/stained original document is a real risk at the gate since verification depends on legibility -- no source confirms an official rejection policy specifically for stains, but a document that's hard to read invites extra scrutiny or delay; a clean backup copy is sensible practical precaution, not a stated requirement. School ID and admission letter alone are not a substitute for the required document set above.",,,"Cross-validated -- the core checklist and JAMB-not-required-at-gate distinction are consistent across current guides and confirmed by first-hand accounts of the gate-check process (also reconfirmed via this project's jamb_documents_requirement finding, copied in here). SOR expiry and stained-document handling are flagged as unconfirmed rather than guessed at, since no source states a fixed rule either way.",original,
Batch 2,Registration & Eligibility,callup_letter_access,Can someone collect a call-up letter from school instead of printing it online?,Partial,PDF/MOBREG,,Printing of Call,"Printing call-up letters is listed as a self-service. N2,786.24 fee required to receive call-up number via SMS and print online; otherwise collect from school.",Conditional,"Your call-up number appears first, on your dashboard, once registration and payment are processed. The call-up letter (the actual printable document showing your posting/camp details) becomes available after that -- print it in colour, don't laminate. Don't confuse either of these with your Green Card (your registration confirmation slip, a separate document) or your State Code (only assigned once you physically arrive at camp). If you paid the registration fee, you print your own letter online; if you didn't, you'd collect it from your institution instead. The optional payment mentioned above is a fixed registration package fee -- commonly cited as ₦3,000 (one source breaks it down to ₦2,786.24 after payment-processor charges) -- paid via Remita during registration, not a separate charge just for printing. Paying it is what unlocks online printing AND reprinting later if the letter is lost or damaged, plus SMS/email status notifications. If you don't pay, you're not blocked from service -- you simply collect your call-up letter physically from your institution instead, but you lose the ability to reprint it yourself if something happens to the paper copy; the fallback then is the older, slower process of affidavits and school-issued validation, which is exactly what this fee was introduced to avoid. You do not need to wait for or receive an SMS to check or print your letter -- that notification is a convenience tied to the same paid package, not a gate; check your dashboard directly regardless of whether a text arrives.","Did you pay the optional registration fee during registration, or not?","paid -> Print and reprint your call-up letter anytime from your dashboard; SMS/email notifications apply to you, though they can still lag or occasionally not arrive -- check your dashboard directly if in doubt. || not_paid -> Collect your call-up letter physically from your institution instead; if it's later lost or damaged, you don't have an online reprint option, so keep multiple physical photocopies from day one rather than relying on being able to reprint.","Cross-validated -- the four-document distinction (call-up number vs. letter vs. Green Card vs. State Code) is consistently confirmed and is a very common point of confusion in real accounts. Newly added and cross-validated this pass: the exact fee figure and what it unlocks, confirmed directly via NYSC's own portal FAQ (portal.nysc.org.ng) describing the fee as covering the whole online-registration package, not printing alone; and that SMS notification is a convenience tied to the same paid package rather than a requirement to access the letter.",original,
Batch 2,Orientation Camp,logistics_budget,How much should I budget for NYSC camp expenses?,Not covered,-,,,Not addressed.,Statement,"There's no official NYSC-set camp budget, but multiple independent 2026 guides converge on roughly ₦20,000-₦35,000+ as a realistic range for personal expenses across the full three weeks -- covering Mammy Market food supplementation, laundry, toiletries, and incidentals, separate from your official kit and uniform costs. A narrower, food-specific estimate from a different source puts Mammy Market food supplementation alone at ₦15,000-₦20,000 if you lean on it heavily. On surviving with just ₦20,000: multiple sources confirm this is workable on a lean, self-managed budget -- eating mostly the free camp-provided meals, minimal Mammy Market extras, roughly ₦1,000/day -- though it's the tight end of the range, not a comfortable cushion. Whatever you budget, remember your federal allowance (allawee) is not paid until during or after camp, so this money needs to come from home, not from any NYSC payment; most camp locations also lack a working ATM on-site and can have unreliable network for transfers, so bring physical cash rather than relying on your card.",,,"Cross-validated -- the ₦20,000-₦35,000+ overall range and the ₦20,000-as-workable-lean-budget point are both confirmed consistently across 3+ independent current (2026) guides. The narrower food-only ₦15,000-₦20,000 estimate comes from a separate source and is presented as a sub-estimate, not a conflicting figure.",original,
Batch 2,Orientation Camp,logistics_accommodation,How many people normally stay in a hostel room in NYSC camp?,Not covered,-,,,Not addressed.,Statement,"Corps members are housed in hostels (bunk-bed dorm rooms shared by multiple people) or, less commonly, large halls without partitions -- which type, and how many people per room, depends entirely on the specific camp's facilities, not on anything you choose; no source gives a fixed official headcount per room, and it's commonly reported as crowded. Tents are rare in current camps, mentioned mainly as an older or temporary-camp fallback. Accommodation is confirmed gender-segregated -- separate hostels or sections for male and female corps members -- and opposite-gender entry into the other sex's hostel is against camp rules, not something officially permitted. Electric sockets in hostels are inconsistent: multiple independent firsthand accounts describe entire hostels with no working sockets at all, forcing reliance on paid charging at Mammy Market (paid charging stalls and POS withdrawal fees there are a commonly reported reality, not official policy), while other accounts don't mention this issue -- so it's camp-dependent, not guaranteed either way. Taps running dry is a related commonly-reported friction. Bringing a power bank and enough physical cash from home is the consistent practical advice regardless of which camp you're posted to, since ATMs are often unavailable on-site. On religious-group transport/accommodation: no official NYSC-sponsored service was found for this -- any such buses or accommodation offers would be organized independently by religious or community groups, not by NYSC itself, so treat any specific claim about this as unconfirmed unless you can verify it directly with the group in question.",,,"Cross-validated -- hostel/hall accommodation types and confirmed gender segregation are consistent across 5+ independent sources. Room headcount and socket availability are confirmed camp-dependent (commonly-reported, not a fixed official figure) rather than a single fact either way. Religious-group transport/accommodation claims are flagged as unconfirmed -- no source addresses this directly.",original,
Batch 2,Orientation Camp,logistics_general_experience,How strict are the soldiers and camp officials during orientation?,Not covered,guide,,,Not addressed.,Statement,"Orientation camp runs a structured daily routine for about three weeks: early-morning drills and roll call (via bugle call), platoon activities, classroom lectures, SAED (Skills Acquisition and Entrepreneurship Development) sessions, sports, and evening social/cultural events, under a military-style regimented schedule with restricted movement in and out of camp. 'Camp fire' is one of the evening social events -- a bonfire-centred social/cultural night, not a lecture or drill -- exact timing/day varies by camp and isn't fixed across all camps in any source checked. Daily activities typically wind down by evening after the day's lectures, drills, and any scheduled social events, though there's no single official 'lights out'/rest time confirmed across all camps -- this varies by camp administration. (For vaccination requirements/claims specifically, including the CSM-vaccination scam narrative, see medical_fitness_report.) Camp officials and soldiers enforce discipline strictly, particularly around routine, dress code, and movement restrictions, and the camp does draw heavily on military-style structure though it is not full military training -- it's an orientation exercise with military-influenced discipline layered in. General advice repeated across guides for parade drills: stay hydrated, follow instructions promptly, and pace yourself rather than overexert in the first days -- practical/experiential advice, not official NYSC guidance.",,,"Cross-validated -- the daily structure (drills, lectures, SAED, sports, social events) and movement restrictions are consistent across multiple independent guides and first-person accounts. Camp fire timing, exact rest/lights-out time, and any current vaccine requirement are flagged as varying by camp/year rather than fixed policy, since no source gives a single confirmed answer.",original,
Batch 2,Orientation Camp,logistics_platoon_duties,What happens if my platoon is assigned kitchen duty?,Not covered,-,,,Not addressed.,Statement,"Platoons rotate a daily 'on-duty' assignment throughout the 21 days -- with roughly ten platoons in camp, each takes a turn, cycling through until the last day. On-duty tasks commonly described across multiple firsthand accounts include leading morning devotion/meditation, kitchen assistance, general camp sanitation (mopping, sweeping, litter-picking, sometimes toilet cleaning), and supporting evening social activities -- the exact mix depends on the camp and, to some extent, what your particular platoon is assigned that day. There's no official, NYSC-documented process for opting out of platoon duty specifically. Informal accounts describe corps members occasionally skipping their duty day (for example, being at the camp clinic instead) without consistently visible consequences, but this isn't a sanctioned or reliable method -- it's an informal workaround some people describe, not an official excusal route. The one confirmed, documented way to be excused from physically demanding camp activities generally is being medically assessed as unfit during the camp health screening, which is a broader exemption (from parade/drills generally) rather than something specific to kitchen or platoon duty.",,,"Cross-validated -- the daily platoon-rotation system and the described range of duty tasks (kitchen, sanitation, devotion-leading) are consistent across multiple independent firsthand camp accounts. Avoiding duty is explicitly flagged as reasoned from informal, inconsistent anecdotal accounts, not a sanctioned or documented process -- no official source describes any legitimate opt-out beyond the general medical-unfit exemption.",original,
Batch 2,Orientation Camp,logistics_platoon_duties,How can I avoid platoon duties in camp?,Not covered,-,,,Not addressed.,Statement,"Platoons rotate a daily 'on-duty' assignment throughout the 21 days -- with roughly ten platoons in camp, each takes a turn, cycling through until the last day. On-duty tasks commonly described across multiple firsthand accounts include leading morning devotion/meditation, kitchen assistance, general camp sanitation (mopping, sweeping, litter-picking, sometimes toilet cleaning), and supporting evening social activities -- the exact mix depends on the camp and, to some extent, what your particular platoon is assigned that day. There's no official, NYSC-documented process for opting out of platoon duty specifically. Informal accounts describe corps members occasionally skipping their duty day (for example, being at the camp clinic instead) without consistently visible consequences, but this isn't a sanctioned or reliable method -- it's an informal workaround some people describe, not an official excusal route. The one confirmed, documented way to be excused from physically demanding camp activities generally is being medically assessed as unfit during the camp health screening, which is a broader exemption (from parade/drills generally) rather than something specific to kitchen or platoon duty.",,,"Cross-validated -- the daily platoon-rotation system and the described range of duty tasks (kitchen, sanitation, devotion-leading) are consistent across multiple independent firsthand camp accounts. Avoiding duty is explicitly flagged as reasoned from informal, inconsistent anecdotal accounts, not a sanctioned or documented process -- no official source describes any legitimate opt-out beyond the general medical-unfit exemption.",original,
Batch 2,Posting & PPA,ppa_accommodation,Are there accommodation options for corps members around Jos South?,Not covered,-,,,Not addressed.,Statement,"There's no confirmed, officially-cited NYSC rule that a PPA must provide accommodation. It's a commonly repeated expectation across many independent, unofficial NYSC guides -- that an employer should either provide accommodation (with basic furnishing) or a stipend to rent one, plus transport if the housing is far from work -- but no source ties this to an official, enforceable NYSC bye-law with penalties for non-compliance, and in practice many PPAs (especially private companies and rural postings) don't provide it, leaving corps members to arrange and fund their own housing. NYSC itself does not provide accommodation directly -- only your PPA might, and only some do. For a tertiary-institution PPA specifically, universities/polytechnics sometimes do provide staff/corper accommodation on or near campus, but this varies by institution and is not guaranteed either. Accommodation options in a specific city (e.g. Jos South) aren't something this dataset can look up definitively -- check with corps members already posted there via CDS/WhatsApp groups, or the local NYSC secretariat.",,,"Commonly reported, not officially confirmed -- the accommodation-or-stipend expectation is consistent and repeated across many independent sources, but always described as convention/practice rather than cited to an official NYSC bye-law text.",original,
